3 50 98 6
90.000 50.000 2261
30.000 84.641 2261
30.000 15.359 2261
86.957 77.856 2
0.580 34.442 37
89.127 62.152 66
89.987 25.827 78
87.399 49.387 2
75.491 83.438 79
24.640 62.747 57
4.413 47.937 57
85.468 23.486 81
75.974 25.452 18
74.292 72.607 13
41.763 77.917 19
80.713 96.179 35
20.474 98.834 32
19.897 66.342 87
84.750 75.775 30
10.016 86.670 10
68.842 68.539 23
96.713 87.164 3
53.842 7.800 62
18.314 62.619 72
24.838 6.033 30
87.701 1.572 45
74.332 32.828 22
10.025 23.431 91
60.745 3.012 68
21.912 41.702 65
32.675 20.731 4
90.472 13.431 22
10.913 78.262 73
11.325 32.291 90
93.967 87.515 1
56.760 86.780 31
31.104 87.091 97
10.577 49.054 37
2.405 81.400 19
47.394 96.057 80
70.578 92.624 26
33.868 5.383 32
36.652 4.224 98
10.117 26.315 2
53.690 8.450 71
13.510 14.261 27
41.962 2.609 21
97.241 46.536 59
17.990 71.878 97
34.427 22.223 8
10.919 13.211 93
47.925 0.348 48
5.603 57.269 41
0 5
0 6
0 47
1 14
1 17
1 48
2 30
2 43
2 50
3 8
3 15
3 18
3 21
3 34
3 40
4 37
4 43
5 7
5 20
5 47
6 11
6 12
7 26
7 47
8 13
8 20
8 21
8 34
8 35
9 17
9 23
9 37
9 48
10 23
10 29
10 33
10 43
12 26
12 31
13 15
13 18
13 34
13 35
13 40
14 17
14 36
14 39
15 34
16 32
17 23
17 32
17 38
17 48
19 38
19 48
20 35
22 28
22 41
22 42
22 44
22 46
22 51
23 48
23 52
24 41
24 45
24 46
24 50
24 51
25 31
27 29
27 43
27 49
28 44
29 33
30 42
30 46
30 49
32 36
32 38
32 48
33 45
33 50
35 39
35 40
36 39
36 48
38 48
38 52
39 40
41 49
41 50
42 46
42 49
42 51
43 50
44 46
46 51
