5 49 96 6
90.000 50.000 2543
62.361 88.042 2543
17.639 73.511 2543
17.639 26.489 2543
62.361 11.958 2543
0.000 100.000 44
16.667 100.000 20
33.333 100.000 69
50.000 100.000 29
66.667 100.000 44
83.333 100.000 24
100.000 100.000 58
0.000 83.333 53
16.667 83.333 63
33.333 83.333 16
50.000 83.333 50
66.667 83.333 96
83.333 83.333 69
100.000 83.333 92
0.000 66.667 19
16.667 66.667 34
33.333 66.667 18
50.000 66.667 99
66.667 66.667 46
83.333 66.667 99
100.000 66.667 10
0.000 50.000 62
16.667 50.000 10
33.333 50.000 44
50.000 50.000 93
66.667 50.000 5
83.333 50.000 89
100.000 50.000 29
0.000 33.333 23
16.667 33.333 77
33.333 33.333 41
50.000 33.333 20
66.667 33.333 63
83.333 33.333 60
100.000 33.333 45
0.000 16.667 47
16.667 16.667 60
33.333 16.667 63
50.000 16.667 85
66.667 16.667 83
83.333 16.667 62
100.000 16.667 72
0.000 0.000 57
16.667 0.000 38
33.333 0.000 19
50.000 0.000 74
66.667 0.000 55
83.333 0.000 90
100.000 0.000 25
0 31
0 32
1 9
1 15
1 16
2 13
2 20
3 34
3 41
4 43
4 44
4 51
5 6
12 13
19 20
26 27
33 34
40 41
47 48
6 7
13 14
20 21
27 28
34 35
41 42
48 49
7 8
14 15
21 22
28 29
35 36
42 43
49 50
8 9
15 16
22 23
29 30
36 37
43 44
50 51
9 10
16 17
23 24
30 31
37 38
44 45
51 52
10 11
17 18
24 25
31 32
38 39
45 46
52 53
5 12
12 19
19 26
26 33
33 40
40 47
6 13
13 20
20 27
27 34
34 41
41 48
7 14
14 21
21 28
28 35
35 42
42 49
8 15
15 22
22 29
29 36
36 43
43 50
9 16
16 23
23 30
30 37
37 44
44 51
10 17
17 24
24 31
31 38
38 45
45 52
11 18
18 25
25 32
32 39
39 46
46 53
