3 50 98 6
90.000 50.000 2505
30.000 84.641 2505
30.000 15.359 2505
30.078 0.842 83
34.680 63.867 68
31.134 61.319 38
72.339 89.191 24
59.100 11.368 90
46.481 12.320 4
47.162 37.518 22
91.498 87.234 34
41.083 65.750 18
36.420 49.658 40
54.361 95.636 72
5.139 26.956 47
47.293 78.433 24
93.405 95.819 99
42.172 77.271 20
16.034 82.419 60
77.020 77.487 88
86.725 92.899 69
38.586 99.756 38
53.970 78.656 65
64.835 20.303 43
82.425 43.472 44
30.011 34.100 67
52.020 50.397 11
84.119 20.444 31
59.915 48.343 33
75.858 98.706 37
65.170 73.639 1
6.314 7.501 53
25.616 53.036 64
2.222 15.808 67
53.223 4.474 16
25.159 91.812 83
70.569 62.512 83
9.067 27.481 59
99.829 9.476 55
5.356 55.975 20
68.857 33.368 62
75.214 18.088 55
89.529 22.095 52
65.036 44.949 50
63.733 2.985 17
95.615 40.045 92
14.667 9.387 89
51.389 76.706 92
38.309 64.960 65
35.178 89.783 12
34.070 83.487 52
18.808 45.233 93
17.679 50.189 4
0 36
0 45
1 11
1 15
1 18
1 21
1 35
1 48
1 49
2 25
2 37
3 34
4 15
4 17
4 26
4 47
4 51
5 15
5 17
5 26
5 32
5 48
5 51
6 13
6 29
6 47
7 40
7 41
8 34
8 44
9 12
9 26
9 28
9 40
9 43
10 16
10 19
10 20
11 15
11 47
11 49
12 48
13 21
13 22
13 47
13 49
15 17
15 47
15 49
15 50
16 19
16 20
17 30
17 48
17 49
19 29
19 30
20 29
21 35
22 47
22 48
22 50
23 34
23 40
23 41
23 42
23 43
24 28
24 40
24 45
25 51
25 52
26 28
26 48
27 41
28 40
30 36
30 47
31 37
31 46
32 48
33 37
33 46
34 44
35 50
36 43
36 47
37 51
38 42
39 51
39 52
41 44
42 45
47 49
47 50
48 50
14 51
18 50
