5 50 121 6
90.000 50.000 2643
62.361 88.042 2643
17.639 73.511 2643
17.639 26.489 2643
62.361 11.958 2643
63.080 10.538 51
54.749 40.271 98
72.452 64.825 27
91.873 8.105 15
44.623 1.724 81
12.466 22.961 52
27.441 75.186 88
88.016 44.690 74
53.351 12.726 38
95.099 28.278 94
48.257 30.710 56
5.325 25.494 99
33.096 99.503 79
30.341 61.975 47
35.434 81.717 94
80.884 87.823 32
44.180 19.305 97
71.667 81.326 71
73.444 46.222 31
12.689 58.957 54
64.392 15.302 97
34.833 23.227 60
58.719 13.397 50
65.714 75.351 13
37.000 59.967 26
63.397 45.007 39
41.913 4.257 68
93.060 56.760 76
12.753 16.638 36
57.797 74.817 20
56.332 73.944 60
31.494 57.101 64
82.666 28.622 23
52.222 18.442 75
54.318 89.975 35
80.771 63.956 50
48.526 95.206 14
73.734 19.440 42
23.569 70.859 38
26.157 68.570 83
27.948 43.954 44
67.990 19.504 47
5.173 19.440 57
13.434 78.253 28
40.894 58.682 7
25.940 15.848 57
85.312 35.330 41
35.883 93.018 60
74.506 72.458 14
95.880 62.576 41
0 14
0 23
0 32
0 37
0 40
1 20
1 22
1 28
1 35
1 39
1 41
1 53
2 11
2 18
2 24
2 29
2 36
2 43
2 44
3 16
3 26
3 33
3 45
3 50
4 5
4 15
4 27
4 31
4 38
5 9
5 13
5 31
6 23
6 49
7 20
7 22
7 30
7 32
7 34
7 54
8 14
8 37
9 21
9 25
9 27
9 31
9 50
10 26
11 17
11 24
11 43
11 44
11 48
11 49
11 52
12 14
12 23
12 32
12 51
13 26
13 38
13 42
14 42
15 21
15 26
15 30
16 33
17 41
17 52
18 29
18 36
18 43
18 45
18 49
19 29
19 34
19 39
19 41
19 52
20 28
20 40
21 26
21 50
23 30
23 32
23 40
24 44
24 48
25 27
25 38
26 31
26 38
27 31
27 38
28 39
28 53
29 43
29 44
29 49
31 38
32 53
32 54
34 53
35 39
35 41
35 53
36 49
37 42
37 46
38 46
39 41
39 52
42 46
42 51
43 44
43 49
44 45
45 49
46 51
47 50
53 54
