3 49 92 6
90.000 50.000 2368
30.000 84.641 2368
30.000 15.359 2368
0.000 100.000 74
16.667 100.000 61
33.333 100.000 36
50.000 100.000 85
66.667 100.000 23
83.333 100.000 86
100.000 100.000 23
0.000 83.333 25
16.667 83.333 54
33.333 83.333 98
50.000 83.333 6
66.667 83.333 9
83.333 83.333 52
100.000 83.333 43
0.000 66.667 10
16.667 66.667 26
33.333 66.667 89
50.000 66.667 24
66.667 66.667 15
83.333 66.667 13
100.000 66.667 93
0.000 50.000 8
16.667 50.000 5
33.333 50.000 6
50.000 50.000 34
66.667 50.000 91
83.333 50.000 40
100.000 50.000 43
0.000 33.333 94
16.667 33.333 83
33.333 33.333 53
50.000 33.333 84
66.667 33.333 69
83.333 33.333 40
100.000 33.333 26
0.000 16.667 1
16.667 16.667 53
33.333 16.667 95
50.000 16.667 40
66.667 16.667 24
83.333 16.667 58
100.000 16.667 26
0.000 0.000 68
16.667 0.000 94
33.333 0.000 44
50.000 0.000 89
66.667 0.000 1
83.333 0.000 94
100.000 0.000 60
0 29
0 30
1 5
1 11
1 12
2 39
2 40
2 47
3 4
10 11
17 18
24 25
31 32
38 39
45 46
4 5
11 12
18 19
25 26
32 33
39 40
46 47
5 6
12 13
19 20
26 27
33 34
40 41
47 48
6 7
13 14
20 21
27 28
34 35
41 42
48 49
7 8
14 15
21 22
28 29
35 36
42 43
49 50
8 9
15 16
22 23
29 30
36 37
43 44
50 51
3 10
10 17
17 24
24 31
31 38
38 45
4 11
11 18
18 25
25 32
32 39
39 46
5 12
12 19
19 26
26 33
33 40
40 47
6 13
13 20
20 27
27 34
34 41
41 48
7 14
14 21
21 28
28 35
35 42
42 49
8 15
15 22
22 29
29 36
36 43
43 50
9 16
16 23
23 30
30 37
37 44
44 51
