3 49 92 6
90.000 50.000 2307
30.000 84.641 2307
30.000 15.359 2307
0.000 100.000 61
16.667 100.000 3
33.333 100.000 33
50.000 100.000 6
66.667 100.000 64
83.333 100.000 14
100.000 100.000 84
0.000 83.333 86
16.667 83.333 60
33.333 83.333 72
50.000 83.333 85
66.667 83.333 2
83.333 83.333 13
100.000 83.333 71
0.000 66.667 62
16.667 66.667 22
33.333 66.667 7
50.000 66.667 17
66.667 66.667 62
83.333 66.667 34
100.000 66.667 32
0.000 50.000 37
16.667 50.000 66
33.333 50.000 80
50.000 50.000 80
66.667 50.000 53
83.333 50.000 61
100.000 50.000 80
0.000 33.333 90
16.667 33.333 15
33.333 33.333 63
50.000 33.333 40
66.667 33.333 26
83.333 33.333 14
100.000 33.333 85
0.000 16.667 7
16.667 16.667 43
33.333 16.667 57
50.000 16.667 30
66.667 16.667 55
83.333 16.667 23
100.000 16.667 31
0.000 0.000 11
16.667 0.000 80
33.333 0.000 14
50.000 0.000 29
66.667 0.000 79
83.333 0.000 89
100.000 0.000 79
0 29
0 30
1 5
1 11
1 12
2 39
2 40
2 47
3 4
10 11
17 18
24 25
31 32
38 39
45 46
4 5
11 12
18 19
25 26
32 33
39 40
46 47
5 6
12 13
19 20
26 27
33 34
40 41
47 48
6 7
13 14
20 21
27 28
34 35
41 42
48 49
7 8
14 15
21 22
28 29
35 36
42 43
49 50
8 9
15 16
22 23
29 30
36 37
43 44
50 51
3 10
10 17
17 24
24 31
31 38
38 45
4 11
11 18
18 25
25 32
32 39
39 46
5 12
12 19
19 26
26 33
33 40
40 47
6 13
13 20
20 27
27 34
34 41
41 48
7 14
14 21
21 28
28 35
35 42
42 49
8 15
15 22
22 29
29 36
36 43
43 50
9 16
16 23
23 30
30 37
37 44
44 51
