3 50 93 6
90.000 50.000 2224
30.000 84.641 2224
30.000 15.359 2224
82.813 98.184 45
14.136 15.164 9
11.847 82.996 25
78.995 57.547 82
66.107 99.710 9
57.346 85.153 17
24.008 89.212 29
93.512 91.089 4
24.457 36.511 47
40.350 0.739 77
88.309 68.561 4
57.623 99.692 32
84.656 33.044 66
20.239 10.150 53
39.490 40.799 96
30.640 8.121 86
67.889 3.232 35
67.160 60.712 22
93.207 49.344 43
80.219 23.132 17
59.897 77.512 53
82.666 31.302 76
13.150 97.409 5
82.434 20.731 79
71.155 59.747 31
87.015 57.965 51
16.653 68.689 33
83.020 50.003 66
46.490 35.922 11
72.284 62.097 76
3.143 79.495 22
41.580 87.946 34
33.478 6.439 44
68.164 40.497 70
39.825 59.216 73
30.704 29.642 53
68.988 63.937 59
17.355 26.740 97
88.971 5.966 50
11.826 48.154 23
93.301 88.516 13
7.376 83.215 62
11.163 14.307 42
59.732 8.527 81
51.114 82.169 92
55.725 33.179 3
28.918 21.912 1
57.562 70.270 50
88.840 14.392 43
95.193 92.245 33
0 21
0 24
0 30
0 32
1 9
1 34
1 44
2 18
2 40
2 45
2 49
3 10
4 18
4 40
5 9
5 25
5 33
5 44
6 13
6 21
6 39
7 8
7 14
7 47
8 23
8 34
8 50
9 44
10 13
11 31
11 38
11 42
11 49
12 16
12 18
13 20
13 21
13 27
13 28
13 30
13 32
13 39
13 52
14 23
14 47
15 22
15 24
15 26
15 30
15 36
16 35
16 38
18 35
18 38
18 49
19 22
19 46
20 27
20 28
20 50
21 24
21 28
22 24
22 36
22 51
23 32
25 33
26 41
26 51
27 28
27 30
27 39
28 32
28 39
29 33
29 44
32 36
32 39
34 50
35 38
35 45
35 49
36 48
39 50
40 42
40 45
40 49
41 51
45 49
46 48
17 49
37 50
43 52
