3 100 264 6
90.000 50.000 4996
30.000 84.641 4996
30.000 15.359 4996
7.901 45.447 26
30.524 1.138 23
8.209 74.640 19
20.551 62.234 36
17.551 10.214 97
35.648 49.435 33
34.427 40.402 88
83.340 60.565 42
38.278 81.580 56
51.526 86.804 44
18.307 41.357 31
69.260 90.808 33
66.464 4.926 93
58.023 91.580 66
37.427 10.922 6
20.020 91.440 61
43.588 87.988 53
53.946 48.544 31
66.418 82.776 66
24.966 90.088 3
90.063 36.871 15
56.256 38.797 66
60.883 76.587 23
67.639 51.318 89
10.339 78.207 89
74.463 4.059 24
11.041 74.557 88
89.728 72.287 64
28.693 89.319 69
57.114 94.748 71
49.503 35.675 75
94.275 60.596 32
65.036 8.267 32
57.187 61.240 49
47.464 44.522 54
60.034 78.772 92
10.153 45.651 41
13.358 97.635 29
83.810 41.550 61
88.809 89.719 45
9.729 70.050 55
93.903 97.479 37
21.417 31.641 71
57.690 87.500 43
16.516 88.965 66
0.226 30.737 4
75.052 17.905 3
98.047 47.879 85
20.074 97.150 85
76.791 1.462 5
5.261 57.510 79
73.160 82.935 35
13.400 14.191 23
24.405 95.465 35
22.614 86.490 30
76.334 34.171 29
5.862 83.228 38
63.675 77.454 2
36.649 10.339 32
21.436 88.464 98
41.788 52.689 36
45.535 46.899 65
33.954 7.346 78
47.647 51.254 46
34.082 12.885 80
55.743 12.115 18
19.702 41.440 97
10.388 61.325 91
72.299 9.378 91
10.172 91.846 30
7.031 31.543 85
80.215 81.555 51
14.450 4.999 6
87.802 3.781 52
88.678 74.197 74
21.634 50.034 62
22.015 12.326 64
98.291 49.371 6
75.198 66.415 19
73.633 25.906 98
47.473 68.604 11
30.984 54.269 46
34.152 25.577 11
3.891 14.297 95
33.755 74.869 56
82.254 73.865 30
14.661 53.293 1
58.459 4.736 54
34.985 71.243 98
8.008 23.175 78
91.678 40.082 44
78.842 7.431 5
17.883 70.218 54
98.306 40.573 67
14.368 57.736 52
8.331 21.744 25
53.201 19.824 85
20.892 44.659 21
92.963 36.261 52
59.482 21.298 92
0 34
0 50
0 96
1 11
1 22
1 57
1 62
2 17
2 61
2 65
2 75
2 85
3 13
3 45
3 48
3 53
3 73
4 17
4 65
4 67
4 75
5 6
5 27
5 29
5 47
5 53
5 57
5 62
5 72
5 95
5 97
6 29
6 39
6 43
6 84
6 95
6 100
7 17
7 67
7 75
7 86
7 98
8 9
8 33
8 63
8 66
8 69
8 84
8 100
9 13
9 37
9 45
9 69
9 84
10 41
10 50
10 81
11 19
11 22
11 87
11 91
12 14
12 19
12 21
12 32
13 39
13 69
13 78
13 84
13 97
13 100
14 16
14 46
14 54
14 60
14 74
15 49
15 71
15 102
16 21
16 25
16 38
16 46
16 54
16 60
17 68
17 79
17 99
18 40
18 47
18 59
19 32
20 36
20 37
20 63
20 64
21 25
21 32
21 38
21 60
21 88
22 27
22 31
22 47
22 56
22 57
22 87
23 41
23 58
23 93
23 101
24 26
24 102
25 32
25 38
25 46
25 83
26 36
26 66
27 40
27 43
27 47
27 59
27 72
28 35
28 52
28 71
28 76
28 90
29 43
29 47
29 53
29 57
29 59
29 62
29 70
29 95
29 97
30 34
30 81
31 40
31 62
32 46
32 60
33 37
33 63
33 64
33 66
34 50
34 77
34 81
35 49
35 68
35 71
35 82
35 90
35 94
35 99
36 37
36 60
36 66
36 81
37 63
37 64
38 46
38 54
38 83
39 48
39 73
39 78
40 47
40 56
40 59
40 62
41 50
41 80
41 82
41 93
41 101
42 54
42 74
43 59
43 70
43 95
43 97
45 73
45 78
45 92
46 60
47 56
47 57
47 59
48 86
48 92
48 98
49 58
49 82
49 94
49 102
50 80
51 59
51 62
52 76
53 70
53 78
53 95
54 74
55 73
55 75
55 79
55 92
56 57
56 72
57 59
57 72
57 91
57 95
58 93
58 101
59 95
60 74
60 81
61 79
61 85
62 87
63 83
64 66
64 84
65 79
66 83
67 79
67 85
68 90
68 99
68 102
69 73
69 97
70 78
70 89
73 86
73 98
73 100
75 79
75 92
75 98
78 97
78 100
79 86
81 88
82 94
82 102
83 91
84 89
84 97
85 99
86 92
87 91
89 95
90 102
91 95
93 96
97 100
99 102
44 42
