3 100 190 6
90.000 50.000 4886
30.000 84.641 4886
30.000 15.359 4886
0.000 100.000 54
11.111 100.000 98
22.222 100.000 6
33.333 100.000 9
44.444 100.000 52
55.556 100.000 43
66.667 100.000 10
77.778 100.000 26
88.889 100.000 89
100.000 100.000 24
0.000 88.889 15
11.111 88.889 13
22.222 88.889 93
33.333 88.889 8
44.444 88.889 5
55.556 88.889 6
66.667 88.889 34
77.778 88.889 91
88.889 88.889 40
100.000 88.889 43
0.000 77.778 94
11.111 77.778 83
22.222 77.778 53
33.333 77.778 84
44.444 77.778 69
55.556 77.778 40
66.667 77.778 26
77.778 77.778 1
88.889 77.778 53
100.000 77.778 95
0.000 66.667 40
11.111 66.667 24
22.222 66.667 58
33.333 66.667 26
44.444 66.667 68
55.556 66.667 94
66.667 66.667 44
77.778 66.667 89
88.889 66.667 1
100.000 66.667 94
0.000 55.556 60
11.111 55.556 78
22.222 55.556 58
33.333 55.556 15
44.444 55.556 23
55.556 55.556 38
66.667 55.556 1
77.778 55.556 42
88.889 55.556 9
100.000 55.556 66
0.000 44.444 85
11.111 44.444 7
22.222 44.444 81
33.333 44.444 66
44.444 44.444 69
55.556 44.444 80
66.667 44.444 53
77.778 44.444 68
88.889 44.444 15
100.000 44.444 69
0.000 33.333 73
11.111 33.333 77
22.222 33.333 4
33.333 33.333 86
44.444 33.333 64
55.556 33.333 70
66.667 33.333 9
77.778 33.333 55
88.889 33.333 94
100.000 33.333 6
0.000 22.222 28
11.111 22.222 15
22.222 22.222 98
33.333 22.222 62
44.444 22.222 29
55.556 22.222 92
66.667 22.222 37
77.778 22.222 69
88.889 22.222 22
100.000 22.222 16
0.000 11.111 24
11.111 11.111 52
22.222 11.111 90
33.333 11.111 11
44.444 11.111 90
55.556 11.111 44
66.667 11.111 8
77.778 11.111 78
88.889 11.111 18
100.000 11.111 97
0.000 0.000 77
11.111 0.000 87
22.222 0.000 21
33.333 0.000 46
44.444 0.000 1
55.556 0.000 75
66.667 0.000 12
77.778 0.000 41
88.889 0.000 31
100.000 0.000 99
0 51
0 61
1 15
1 16
1 25
1 26
2 75
2 76
2 85
2 86
3 4
13 14
23 24
33 34
43 44
53 54
63 64
73 74
83 84
93 94
4 5
14 15
24 25
34 35
44 45
54 55
64 65
74 75
84 85
94 95
5 6
15 16
25 26
35 36
45 46
55 56
65 66
75 76
85 86
95 96
6 7
16 17
26 27
36 37
46 47
56 57
66 67
76 77
86 87
96 97
7 8
17 18
27 28
37 38
47 48
57 58
67 68
77 78
87 88
97 98
8 9
18 19
28 29
38 39
48 49
58 59
68 69
78 79
88 89
98 99
9 10
19 20
29 30
39 40
49 50
59 60
69 70
79 80
89 90
99 100
10 11
20 21
30 31
40 41
50 51
60 61
70 71
80 81
90 91
100 101
11 12
21 22
31 32
41 42
51 52
61 62
71 72
81 82
91 92
101 102
3 13
13 23
23 33
33 43
43 53
53 63
63 73
73 83
83 93
4 14
14 24
24 34
34 44
44 54
54 64
64 74
74 84
84 94
5 15
15 25
25 35
35 45
45 55
55 65
65 75
75 85
85 95
6 16
16 26
26 36
36 46
46 56
56 66
66 76
76 86
86 96
7 17
17 27
27 37
37 47
47 57
57 67
67 77
77 87
87 97
8 18
18 28
28 38
38 48
48 58
58 68
68 78
78 88
88 98
9 19
19 29
29 39
39 49
49 59
59 69
69 79
79 89
89 99
10 20
20 30
30 40
40 50
50 60
60 70
70 80
80 90
90 100
11 21
21 31
31 41
41 51
51 61
61 71
71 81
81 91
91 101
12 22
22 32
32 42
42 52
52 62
62 72
72 82
82 92
92 102
