5 100 291 6
90.000 50.000 5373
62.361 88.042 5373
17.639 73.511 5373
17.639 26.489 5373
62.361 11.958 5373
46.878 33.109 47
79.385 98.843 93
99.191 62.735 25
24.628 64.581 32
66.132 75.583 84
65.210 36.890 98
76.791 3.397 22
85.760 79.135 37
93.372 49.960 65
53.299 31.400 7
48.151 14.136 88
36.417 35.336 18
51.059 41.766 93
15.225 89.883 51
30.710 92.786 84
9.705 29.895 81
88.385 60.184 41
5.789 64.670 84
46.921 69.785 53
90.054 18.845 93
27.539 36.868 62
27.380 47.391 68
49.484 69.992 73
44.452 11.331 79
82.748 6.210 49
27.304 64.420 17
55.368 48.123 11
16.382 75.308 8
86.618 63.919 52
0.037 57.675 13
47.992 19.681 14
79.306 64.532 86
8.017 50.793 38
16.208 85.150 42
56.958 59.305 48
96.646 26.221 49
95.972 58.575 2
50.226 25.519 62
74.670 88.339 24
85.022 98.727 88
33.896 4.742 15
28.406 21.262 67
19.293 23.560 96
27.731 58.667 88
38.559 73.114 18
69.498 44.617 55
3.308 8.899 17
35.291 26.804 24
88.153 67.163 41
39.444 20.743 50
17.172 2.045 87
99.893 92.114 84
13.818 72.903 70
92.291 92.523 6
87.344 37.830 17
40.738 63.382 73
39.056 78.192 31
19.110 61.316 33
18.127 40.207 27
86.996 7.715 57
1.321 45.398 8
76.779 88.062 71
76.666 4.767 89
95.398 85.345 10
40.277 84.222 79
18.558 89.133 55
30.481 23.639 77
49.234 40.094 19
86.954 21.619 81
98.248 11.255 94
96.912 74.612 75
35.696 54.889 13
38.327 15.643 83
69.913 19.937 17
13.876 46.445 54
48.392 31.662 67
51.578 10.138 79
54.938 85.733 95
91.251 22.134 49
11.945 5.078 45
42.474 77.084 92
98.373 2.734 6
52.338 92.096 39
75.546 49.396 45
22.217 43.561 81
86.407 23.666 35
24.698 19.092 81
72.311 87.881 91
57.159 50.128 61
46.832 45.966 92
89.816 26.794 92
91.333 64.142 60
85.721 37.518 17
4.407 33.191 39
50.900 33.844 19
59.320 84.723 59
76.932 8.563 19
12.973 6.183 84
28.235 5.319 98
78.659 92.413 66
0 7
0 36
0 59
0 88
0 96
0 97
1 43
1 66
1 82
1 87
1 100
1 104
2 22
2 30
2 32
2 38
2 57
2 62
3 25
3 52
3 63
3 98
4 11
4 28
4 42
4 78
4 81
5 10
5 14
5 25
5 31
5 35
5 72
5 77
5 94
6 44
6 104
7 21
7 36
7 75
7 96
8 22
8 32
8 49
8 57
8 62
9 27
9 66
9 92
9 100
10 17
10 31
10 50
10 72
10 80
11 29
11 67
11 78
11 101
12 21
12 33
12 36
12 43
12 53
12 56
12 58
12 66
12 75
12 92
12 104
13 53
13 59
14 15
14 35
14 42
14 72
14 80
14 93
14 94
15 35
15 45
15 52
15 54
15 77
16 26
16 35
16 42
16 46
16 52
16 54
16 71
16 72
16 89
16 94
17 31
17 50
17 72
17 80
17 93
17 94
17 99
18 19
18 32
18 38
18 70
19 69
19 70
20 25
20 63
20 79
21 33
21 36
21 53
21 96
22 34
23 49
23 61
23 69
23 76
23 82
23 85
23 100
24 29
24 40
24 59
24 67
24 73
24 74
25 46
25 52
25 71
25 76
25 89
25 91
26 30
26 37
26 48
26 63
26 76
26 79
26 89
26 94
27 49
27 60
27 82
28 46
28 81
28 103
29 64
29 67
29 73
29 74
29 83
29 86
29 90
29 101
30 48
30 49
30 60
30 76
31 93
31 94
31 99
32 38
33 75
33 88
33 96
34 62
35 46
35 54
35 77
35 80
35 81
35 99
36 41
36 53
36 96
37 62
37 65
37 79
37 89
38 70
39 60
39 93
40 73
40 74
40 83
40 97
41 75
41 96
42 71
42 72
42 77
42 80
42 81
43 58
43 66
43 104
44 56
44 92
44 104
45 46
45 54
45 55
45 91
46 71
46 77
46 91
47 63
47 102
48 57
48 60
48 62
48 79
48 89
49 60
49 61
49 69
49 76
49 85
50 88
50 93
50 97
51 102
52 54
52 71
52 72
53 68
53 75
53 96
54 91
54 103
55 84
55 102
55 103
56 58
58 68
59 73
59 88
59 90
60 76
61 82
61 85
62 76
62 89
63 65
63 79
63 89
64 67
64 73
64 74
64 86
64 90
64 101
65 79
65 98
67 73
68 75
69 82
69 85
69 100
71 77
72 93
72 94
73 90
73 97
74 83
74 86
74 95
76 89
76 94
77 80
77 91
77 103
79 89
79 98
80 94
80 99
82 85
83 95
84 91
85 87
85 100
88 93
90 97
90 101
91 102
92 100
92 104
93 94
95 97
